"","am_sid","am_cat","sciname","iucn_sid","pop_trend","pop_cat","spp_group","id_no","iucn_subpop","spatial_source","cat_score","trend_score"
"5861","W-Msc-140462",NA,"Modiolus adriaticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5866","W-Msc-420705",NA,"Modiolus americanus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5872","W-Msc-140467",NA,"Modiolus modiolus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5881","URM-2-3367",NA,"Molgula citrina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5890","URM-2-3369",NA,"Molgula complanata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5899","URM-2-3397",NA,"Molgula herdmani",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5904","URM-2-3412",NA,"Molgula manhattensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5905","URM-2-3419",NA,"Molgula occulta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5908","URM-2-3420",NA,"Molgula oculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5909","URM-2-3436",NA,"Molgula retortiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5918","ITS-656756",NA,"Monocorophium acherusicum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5921","ITS-94526",NA,"Monoculodes carinatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5922","ITS-657301",NA,"Monoporeia affinis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5923","W-Hyd-135441",NA,"Muggiaea atlantica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5929","ITS-97998",NA,"Munidopsis curvirostra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5935","ITS-98038",NA,"Munidopsis serricornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5939","W-Iso-175076",NA,"Munna antarctica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5944","W-Iso-118754",NA,"Munna fabricii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5951","W-Iso-175103",NA,"Munna globicauda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5956","W-Msc-140471",NA,"Musculus costulatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5961","W-Msc-140472",NA,"Musculus discors",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5970","W-Msc-140474",NA,"Musculus niger",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5979","W-Msc-140431",NA,"Mya truncata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5988","W-Msc-140287",NA,"Myrtea spinifera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5992","W-Msc-140728",NA,"Mysia undata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5993","ITS-90170",NA,"Mysidopsis angusta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5995","ITS-90145",NA,"Mysidopsis gibbosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5997","W-Msc-140480",NA,"Mytilus edulis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6006","W-Msc-140481",NA,"Mytilus galloprovincialis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6009","SLB-64991",NA,"Nanomia bijuga",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6010","W-Iso-118859",NA,"Natatolana borealis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6012","W-Iso-174813",NA,"Natatolana intermedia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6017","W-Iso-174815",NA,"Natatolana meridionalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6022","URM-Cn-10124",NA,"Nausithoe punctata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6029","ITS-96154",NA,"Nematocarcinus ensifer",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6034","W-Msc-139610",NA,"Nematomenia banyulensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6039","SLB-88167",NA,"Nephasoma constrictum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6040","SLB-88177",NA,"Nephasoma minutum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6049","W-Pol-131508",NA,"Nicolea zostericola",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6055","W-Pol-130467",NA,"Nothria conchylega",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6064","W-Pol-129898",NA,"Notomastus latericeus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6071","ITS-96148",NA,"Notostomus elegans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6076","ITS-96149",NA,"Notostomus gibbosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6081","W-Msc-420660",NA,"Nucula crenulata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6087","W-Msc-140590",NA,"Nucula nucleus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6092","W-Msc-140592",NA,"Nucula sulcata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6094","W-Msc-156917",NA,"Nuculana acuta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6095","W-Msc-140579",NA,"Nuculana pernula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6099","URM-2-736",NA,"Nymphon brevirostre",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6104","URM-2-738",NA,"Nymphon brevitarse",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6113","URM-2-785",NA,"Nymphon gracile",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6118","URM-2-788",NA,"Nymphon grossipes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6127","URM-2-802",NA,"Nymphon hirtipes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6136","URM-2-803",NA,"Nymphon hirtum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6141","URM-2-821",NA,"Nymphon leptocheles",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6148","URM-2-831",NA,"Nymphon longitarse",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6157","URM-2-837",NA,"Nymphon macronyx",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6166","URM-2-838",NA,"Nymphon macrum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6174","URM-2-903",NA,"Nymphon rubrum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6182","SLB-30134",NA,"Nymphon stromi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6190","W-Hyd-117385",NA,"Obelia bidentata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6199","W-Hyd-117386",NA,"Obelia dichotoma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6205","W-Hyd-117388",NA,"Obelia geniculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6211","URM-2-1835",NA,"Oikopleura labradoriensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6220","URM-2-1836",NA,"Oikopleura longicauda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6227","URM-2-1837",NA,"Oikopleura parva",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6233","URM-2-3321",NA,"Oligotrema unigonas",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6236","W-Msc-181382","LC","Ommastrephes bartramii",163163,"Unknown","LC",NA,NA,NA,"am",0,NA
"6238","SLB-77640",NA,"Onchidoris bilamellata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6247","W-Msc-140640",NA,"Onchidoris muricata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6255","W-Msc-140649","DD","Onychoteuthis banksii",163375,"Unknown","DD",NA,NA,NA,"am",NA,NA
"6259","W-Pol-130500",NA,"Ophelina acuminata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6267","W-Oph-124895",NA,"Ophiomusium lymani",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6273","W-Oph-125125",NA,"Ophiopholis aculeata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6279","W-Oph-125131",NA,"Ophiothrix fragilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6284","W-Oph-245736",NA,"Ophiura sarsi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6291","ITS-96142",NA,"Oplophorus gracilirostris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6292","ITS-96145",NA,"Oplophorus spinosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6297","ITS-Mam-180469","DD","Orcinus orca",15421,"Unknown","DD",NA,NA,NA,"am",NA,NA
"6306","SLB-3773",NA,"Owenia fusiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6311","W-Iso-261739",NA,"Pagonana rostrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6316","ITS-96474",NA,"Palaemon northropi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6317","ITS-96451",NA,"Palaemon serratus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6318","URM-2-1091",NA,"Pallenopsis calcanea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6324","URM-2-1124",NA,"Pallenopsis longiseta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6327","ITS-96968",NA,"Pandalus goniurus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6331","ITS-96971",NA,"Pandalus montagui",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6336","URM-2-433",NA,"Pantopipetta longituberculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6342","W-Msc-139182",NA,"Paraclione longicaudata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6343","URM-Cn-5204",NA,"Paracyathus pulchellus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6349","ITS-90304",NA,"Paramysis arenosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6353","W-Cha-105440",NA,"Parasagitta elegans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6362","W-Gtr-114688",NA,"Paraturbanella teissieri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6366","ITS-90079",NA,"Parerythrops obesa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6371","W-Bch-107264",NA,"Paromola cuvieri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6373","ITS-96166",NA,"Pasiphaea multidentata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6382","ITS-96174",NA,"Pasiphaea sivado",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6385","ITS-96165",NA,"Pasiphaea tarda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6394","W-Msc-140684",NA,"Patella ulyssiponensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6399","W-Msc-393720",NA,"Patinopecten caurinus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6400","W-Msc-140712",NA,"Pecten maximus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6401","W-Msc-420644",NA,"Pedipes mirabilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6402","URM-Cn-10258",NA,"Pelagia noctiluca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6407","W-Bra-183339",NA,"Pelagodiscus atlanticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6412","URM-2-3872",NA,"Pelonaia corrugata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6421","ITS-95759",NA,"Penaeopsis serrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6428","W-Hyd-117802",NA,"Pennaria disticha",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6434","W-Oct-128517",NA,"Pennatula phosphorea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6440","W-Msc-140721",NA,"Peracle diversa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6441","SLB-80096",NA,"Peracle reticulata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6442","ITS-96415",NA,"Periclimenes americanus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6443","URM-2-1969",NA,"Phallusia mammillata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6445","W-Msc-140736",NA,"Pharus legumen",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6450","SLB-88217",NA,"Phascolion strombus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6457","SLB-88218",NA,"Phascolion tuberculosum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6462","SLB-88237",NA,"Phascolosoma granulatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6468","W-Pol-130113",NA,"Pherusa plumosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6477","W-Msc-181239",NA,"Phidiana lynceus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6478","W-Msc-533278",NA,"Philine alba",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6479","W-Msc-140744",NA,"Philine aperta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6480","SLB-72781",NA,"Philine finmarchica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6486","W-Msc-140759",NA,"Philine quadrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6488","SLB-9802",NA,"Philocheras trispinosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6489","W-Pol-130603",NA,"Pholoe minuta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6495","W-Pho-128549",NA,"Phoronis muelleri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6497","W-Pho-128550",NA,"Phoronis ovalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6498","URM-2-1165",NA,"Phoxichilidium femoratum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6501","W-Msc-140777",NA,"Phylliroe atlantica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6502","W-Hyd-135504",NA,"Physophora hydrostatica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6508","W-Msc-207901",NA,"Pinctada imbricata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6509","W-Bch-107278",NA,"Pirimela denticulata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6511","W-Msc-141565",NA,"Placida dendritica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6514","W-Bra-104066",NA,"Platidia anomioides",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6520","ITS-95966",NA,"Pleoticus robustus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6525","URM-M-171",NA,"Pleurobrachia pileus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6531","W-Msc-140817",NA,"Pleurobranchaea inconspicua",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6532","W-Msc-181218",NA,"Pleurobranchus areolatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6538","W-Iso-118798",NA,"Pleurogonium inerme",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6541","W-Iso-118802",NA,"Pleurogonium spinosissimum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6542","W-Hyd-117962",NA,"Pliobothrus symmetricus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6548","SLB-138599",NA,"Plocamium cartilagineum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6557","W-Hyd-117824",NA,"Plumularia setacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6563","W-Msc-138751",NA,"Pododesmus patelliformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6564","W-Iso-256717",NA,"Politolana impostor",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6565","W-Iso-157903",NA,"Politolana polita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6566","URM-2-3902",NA,"Polycarpa albatrossi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6568","URM-2-3928",NA,"Polycarpa fibrosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6577","URM-2-3968",NA,"Polycarpa pomaria",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6585","URM-2-3974",NA,"Polycarpa pseudoalbatrossi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6590","URM-2-3125",NA,"Polyclinum aurantium",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6593","SLB-119308",NA,"Polyplumaria flabellata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6595","W-Sca-344463",NA,"Polyschides carolinensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6596","SLB-4052",NA,"Pomatoceros triqueter",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6597","W-Msc-141987",NA,"Portlandia arctica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6606","W-Msc-156974",NA,"Portlandia intermedia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6611","W-Prl-101160",NA,"Priapulus caudatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6620","URM-2-1873",NA,"Proagnesia depressa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6624","ITS-96947",NA,"Processa canaliculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6629","Hex-1733",NA,"Protanthea simplex",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6631","ITS-90132",NA,"Pseudomma affine",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6636","URM-2-547",NA,"Pseudopallene circularis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6641","W-Tnd-136457",NA,"Pseudoparatanais batei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6646","W-Cha-105445",NA,"Pseudosagitta maxima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6654","W-Tnd-820823",NA,"Pseudotanais forcipatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6661","W-Ase-124147",NA,"Pteraster militaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6662","W-Sca-382378",NA,"Pulsellum lobatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6671","W-Sca-140893",NA,"Pulsellum lofotense",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6676","W-Sca-344420",NA,"Pulsellum occidentale",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6677","SLB-174784",NA,"Pycnogonum litorale",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6682","W-Msc-157031","LC","Pyroteuthis margaritifera",163353,"Unknown","LC",NA,NA,NA,"am",0,NA
"6687","URM-2-3684",NA,"Pyura squamulosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6688","URM-2-3690",NA,"Pyura tessellata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6691","W-Bry-111061",NA,"Reptadeonella violacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6694","W-Msc-141134",NA,"Retusa obtusa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6703","W-Msc-420549",NA,"Retusa sulcata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6704","URM-Cn-5243",NA,"Rhizosmilia maculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6705","W-Msc-141143",NA,"Rhopalomenia aglaopheniae",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6706","ITS-551666",NA,"Rimapenaeus similis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6707","W-Msc-156668",NA,"Ringicula nitida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6708","W-Msc-420508",NA,"Ringicula semistriata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6709","SLB-65065",NA,"Rosacea cymbiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6715","SLB-71367","DD","Rossia macrosoma",162523,"Unknown","DD",NA,NA,NA,"am",NA,NA
"6716","W-Msc-157032","LC","Rossia megaptera",162575,"Unknown","LC",NA,NA,NA,"am",0,NA
"6718","W-Msc-156383","LC","Rossia moelleri",162617,"Unknown","LC",NA,NA,NA,"am",0,NA
"6727","W-Msc-153083","LC","Rossia palpebrosa",162552,"Unknown","LC",NA,NA,NA,"am",0,NA
"6735","W-Msc-231749",NA,"Ruditapes decussatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6737","W-Iso-119036",NA,"Saduria sabini",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6744","Hex-5076",NA,"Sagartia elegans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6745","Hex-5872",NA,"Sagartia troglodytes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6746","URM-2-4199",NA,"Salpa fusiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6750","URM-2-4201",NA,"Salpa maxima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6756","W-Msc-342386","DD","Sandalops melancholicus",163067,"Unknown","DD",NA,NA,NA,"am",NA,NA
"6762","W-Iso-258431",NA,"Santia charcoti",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6767","W-Pol-130980",NA,"Scalibregma inflatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6774","ITS-206253",NA,"Scalpellum scalpellum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6779","W-Msc-139489",NA,"Scaphander nobilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6780","W-Msc-139490",NA,"Scaphander punctostriatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6789","W-Msc-420542",NA,"Scaphander watsoni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6790","ITS-90531",NA,"Schistomysis spiritus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6793","W-Bry-111538",NA,"Schizoporella unicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6797","W-Bry-111540",NA,"Scruparia chelata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6798","W-Msc-140250",NA,"Scutopus ventrolineatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6799","W-Msc-141425",NA,"Scyllaea pelagica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6800","W-Msc-141452","DD","Sepietta oweniana",162557,"Unknown","DD",NA,NA,NA,"am",NA,NA
"6801","W-Msc-342241",NA,"Sepioteuthis sepioidea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6802","ITS-95921",NA,"Sergestes arcticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6806","ITS-95923",NA,"Sergestes atlanticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6813","ITS-95927",NA,"Sergestes edwardsii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6820","ITS-95929",NA,"Sergestes henseni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6823","ITS-95933",NA,"Sergestes pestafer",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6826","ITS-552060",NA,"Sergia regalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6831","ITS-95948",NA,"Sergia robusta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6840","ITS-95949",NA,"Sergia scintillans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6843","ITS-684695",NA,"Sergia tenuiremis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6848","W-Cha-105464",NA,"Serratosagitta serratodentata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6849","W-Hyd-117906",NA,"Sertularella polyzonias",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6855","ITS-96028",NA,"Sicyonia brevirostris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6859","ITS-96033",NA,"Sicyonia laevigata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6860","ITS-96036",NA,"Sicyonia parri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6861","SLB-95066",NA,"Sidnyum turbinatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6866","W-Sca-140015",NA,"Siphonodentalium lobatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6873","ITS-206433",NA,"Siphonoecetes striatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6874","ITS-90210",NA,"Siriella armata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6876","SLB-98584",NA,"Siriella clausi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6880","ITS-90228",NA,"Siriella jaltensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6881","ITS-90238",NA,"Siriella norvegica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6886","URM-2-4206",NA,"Soestia zonaria",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6890","W-Msc-141840",NA,"Solariella obscura",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6895","W-Ase-124160",NA,"Solaster endeca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6901","W-Hyd-117947",NA,"Solmaris corona",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6902","W-Hyd-117267",NA,"Solmundella bitentaculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6907","W-Tnd-136323",NA,"Sphyrapus malleolus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6912","W-Pol-131183",NA,"Spio filicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6918","W-Pol-131188",NA,"Spiophanes kroyeri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6925","W-Msc-140301",NA,"Spisula solida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6926","URM-Cn-5807",NA,"Stenocyathus vermiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6927","ITS-97298",NA,"Stenopus hispidus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6928","ITS-97297",NA,"Stenopus scutellatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6929","W-Msc-140571",NA,"Striarca lactea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6934","W-Ech-124321",NA,"Strongylocentrotus droebachiensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6943","URM-2-4045",NA,"Styela charcoti",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6946","URM-2-4049",NA,"Styela coriacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6955","URM-2-4058",NA,"Styela loculosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6958","SLB-97303",NA,"Styela sigma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6963","URM-2-4080",NA,"Styela similis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6969","URM-2-4081",NA,"Styela squamosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6974","W-Hyd-117965",NA,"Stylaster gemmascens",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6975","W-Hyd-285905",NA,"Stylaster roseus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6981","W-Msc-139048",NA,"Styliola subula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6987","W-Por-134275",NA,"Suberites carnosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6989","W-Hyd-135445",NA,"Sulculeolaria biloba",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6995","W-Hyd-135446",NA,"Sulculeolaria chuni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6996","SLB-65044",NA,"Sulculeolaria quadrivalvis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"6997","SLB-65045",NA,"Sulculeolaria turgida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"7000","W-Pol-131415",NA,"Syllis armillaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"7007","W-Pol-157583",NA,"Syllis cornuta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"7014","URM-2-3230",NA,"Synoicum pulmonaria",NA,NA,NA,NA,NA,NA,"am",NA,NA
"7019","W-Iso-156446",NA,"Syscenus infelix",NA,NA,NA,NA,NA,NA,"am",NA,NA
"7020","ITS-96137",NA,"Systellaspis braueri",NA,NA,NA,NA,NA,NA,"am",NA,NA
